gameid,date,dh,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason
MIN197307040,07/04/1973,0,otisa001,Amos Otis,KCA,P,dimul901,Lou DiMuro,1,Call on Field
DET197307050,07/05/1973,0,willw103,Walt Williams,CLE,P,denkd901,Don Denkinger,7,Call on Field
MIL197307090,07/09/1973,0,healf102,Fran Healy,KCA,P,dimul901,Lou DiMuro,5,Fighting
MIL197307090,07/09/1973,0,bellj101,Jerry Bell,MIL,P,dimul901,Lou DiMuro,5,Fighting
BAL197307110,07/11/1973,0,wille101,Earl Williams,BAL,P,anthm901,Merle Anthony,5,Balls and Strikes
LAN197307110,07/11/1973,0,kellm101,Mick Kelleher,SLN,P,pullf901,Frank Pulli,2,Harrassment
ATL197307131,07/13/1973,1,mathe101,Eddie Mathews,ATL,M,davis901,Satch Davidson,8,Other
DET197307140,07/14/1973,0,schuj103,Joe Schultz,DET,C,lucir901,Ron Luciano,9,Call on Field
ATL197307160,07/16/1973,0,berry101,Yogi Berra,NYN,M,sudoe901,Ed Sudol,4,Call on Field
HOU197307160,07/16/1973,0,brisd801,Dave Bristol,MON,C,steld901,Dick Stello,3,Arguing
DET197307180,07/18/1973,0,floyb101,Bobby Floyd,KCA,P,anthm901,Merle Anthony,4,Call on Field
DET197307180,07/18/1973,0,mckej801,Jack McKeon,KCA,M,anthm901,Merle Anthony,4,Call on Field
CAL197307190,07/19/1973,0,wille101,Earl Williams,BAL,P,kunkb101,Bill Kunkel,9,Balls and Strikes
TEX197307190,07/19/1973,0,johna104,Alex Johnson,TEX,P,mccol901,Larry McCoy,1,Balls and Strikes
BAL197307262,07/26/1973,2,weave801,Earl Weaver,BAL,M,deegb901,Bill Deegan,1,Call on Field
BAL197307262,07/26/1973,2,asprk101,Ken Aspromonte,CLE,M,deegb901,Bill Deegan,1,Call on Field
CHN197307291,07/29/1973,1,hundr101,Randy Hundley,CHN,P,kiblj901,John Kibler,9,Balls and Strikes
NYN197307290,07/29/1973,0,maucg101,Gene Mauch,MON,M,gormt101,Tom Gorman,5,Call on Field
OAK197307292,07/29/1973,2,fregj101,Jim Fregosi,TEX,P,umonf901,Frank Umont,2,Call on Field
OAK197307292,07/29/1973,2,herzw101,Whitey Herzog,TEX,M,barnl901,Larry Barnett,7,Call on Field
ATL197307312,07/31/1973,2,scheg801,George Scherger,CIN,C,davis901,Satch Davidson,2,Call on Field
BOS197308010,08/01/1973,0,fiskc001,Carlton Fisk,BOS,P,brinj901,Joe Brinkman,9,Fighting
BOS197308010,08/01/1973,0,munst101,Thurman Munson,NYA,P,brinj901,Joe Brinkman,9,Fighting
MIL197308010,08/01/1973,0,mcaud101,Dick McAuliffe,DET,P,ricej901,John Rice,7,Balls and Strikes
PHI197308010,08/01/1973,0,mondr001,Rick Monday,CHN,P,steld901,Dick Stello,6,Call on Field
ATL197308041,08/04/1973,1,baked002,Dusty Baker,ATL,P,tatat901,Terry Tata,4,Call on Field
DET197308040,08/04/1973,0,swobr101,Ron Swoboda,NYA,P,sprim901,Marty Springstead,8,Balls and Strikes
DET197308071,08/07/1973,1,martb105,Billy Martin,DET,M,mccol901,Larry McCoy,5,Balls and Strikes
DET197308072,08/07/1973,2,bands101,Sal Bando,OAK,P,mccol901,Larry McCoy,9,Call on Field
MIN197308072,08/07/1973,2,thomd103,Danny Thompson,MIN,P,phild901,Dave Phillips,2,Call on Field
CIN197308080,08/08/1973,0,lockw101,Whitey Lockman,CHN,M,froeb901,Bruce Froemming,8,Call on Field
KCA197308080,08/08/1973,0,mckej801,Jack McKeon,KCA,M,evanj901,Jim Evans,5,Balls and Strikes
KCA197308120,08/12/1973,0,weave801,Earl Weaver,BAL,M,sprim901,Marty Springstead,2,Balls and Strikes
TEX197308120,08/12/1973,0,herzw101,Whitey Herzog,TEX,M,morgh901,Hank Morgenweck,X,Call on Field
TEX197308120,08/12/1973,0,johna104,Alex Johnson,TEX,P,NA,NA,X,Other
TEX197308120,08/12/1973,0,nelsd101,Dave Nelson,TEX,P,morgh901,Hank Morgenweck,X,Call on Field
MIN197308130,08/13/1973,0,schuj103,Joe Schultz,DET,C,sprim901,Marty Springstead,8,Call on Field
PIT197308130,08/13/1973,0,andes101,Sparky Anderson,CIN,M,engeb901,Bob Engel,5,Other
MIL197308140,08/14/1973,0,tannc101,Chuck Tanner,CHA,M,frana901,Art Frantz,6,Balls and Strikes
TEX197308150,08/15/1973,0,nelsd101,Dave Nelson,TEX,P,brinj901,Joe Brinkman,6,Harrassment
BOS197308170,08/17/1973,0,rojac101,Cookie Rojas,KCA,P,barnl901,Larry Barnett,6,Call on Field
MON197308170,08/17/1973,0,renks101,Steve Renko,MON,P,varge901,Ed Vargo,9,Balls and Strikes
BOS197308180,08/18/1973,0,patef101,Freddie Patek,KCA,P,frana901,Art Frantz,3,Balls and Strikes
CLE197308192,08/19/1973,2,bellb001,Buddy Bell,CLE,P,anthm901,Merle Anthony,1,Call on Field
MON197308190,08/19/1973,0,boccj101,John Boccabella,MON,P,froeb901,Bruce Froemming,4,Balls and Strikes
MON197308190,08/19/1973,0,mathe101,Eddie Mathews,ATL,M,tatat901,Terry Tata,7,Call on Field
OAK197308250,08/25/1973,0,whitr101,Roy White,NYA,P,odomj901,Jim Odom,1,Call on Field
BAL197308270,08/27/1973,0,johna104,Alex Johnson,TEX,P,malog901,George Maloney,4,Aggression
SLN197308300,08/30/1973,0,milnj101,John Milner,NYN,P,weyel901,Lee Weyer,9,Call on Field
KCA197308310,08/31/1973,0,bevak001,Kurt Bevacqua,KCA,P,chyln901,Nestor Chylak,9,Fighting
KCA197308310,08/31/1973,0,nortb101,Bill North,OAK,P,chyln901,Nestor Chylak,9,Fighting
TEX197308310,08/31/1973,0,burrj001,Jeff Burroughs,TEX,P,odomj901,Jim Odom,3,Call on Field
TEX197308310,08/31/1973,0,herzw101,Whitey Herzog,TEX,M,odomj901,Jim Odom,3,Call on Field
PHI197309010,09/01/1973,0,schmm001,Mike Schmidt,PHI,P,tatat901,Terry Tata,9,Other
CHA197309031,09/03/1973,1,johna104,Alex Johnson,TEX,P,malog901,George Maloney,7,Balls and Strikes
MON197309030,09/03/1973,0,lockw101,Whitey Lockman,CHN,M,craws901,Shag Crawford,7,Balls and Strikes
CAL197309050,09/05/1973,0,epstm101,Mike Epstein,CAL,P,frana901,Art Frantz,1,Call on Field
CAL197309050,09/05/1973,0,olivb101,Bob Oliver,CAL,P,phild901,Dave Phillips,6,Balls and Strikes
CAL197309050,09/05/1973,0,winkb801,Bobby Winkles,CAL,M,phild901,Dave Phillips,6,Balls and Strikes
PHI197309080,09/08/1973,0,ozard801,Danny Ozark,PHI,M,craws901,Shag Crawford,9,Call on Field
CHN197309090,09/09/1973,0,simmt001,Ted Simmons,SLN,P,pelec901,Chris Pelekoudas,6,Call on Field
PHI197309110,09/11/1973,0,garrw101,Wayne Garrett,NYN,P,steld901,Dick Stello,5,Arguing
NYA197309130,09/13/1973,0,harpt101,Tommy Harper,BOS,P,mccol901,Larry McCoy,X,Call on Field
NYA197309130,09/13/1973,0,kaske101,Eddie Kasko,BOS,M,mccol901,Larry McCoy,X,Call on Field
CHA197309140,09/14/1973,0,may-c101,Carlos May,CHA,P,frana901,Art Frantz,2,Call on Field
SLN197309140,09/14/1973,0,hebnr001,Richie Hebner,PIT,P,davis901,Satch Davidson,1,Call on Field
CIN197309150,09/15/1973,0,bencj101,Johnny Bench,CIN,P,olsea901,Andy Olsen,7,Other
CIN197309150,09/15/1973,0,andes101,Sparky Anderson,CIN,M,olsea901,Andy Olsen,7,Other
NYN197309151,09/15/1973,1,berry101,Yogi Berra,NYN,M,dalej901,Jerry Dale,7,Call on Field
CIN197309160,09/16/1973,0,ryanc102,Connie Ryan,ATL,C,olsea901,Andy Olsen,2,Balls and Strikes
BAL197309170,09/17/1973,0,weave801,Earl Weaver,BAL,M,kunkb101,Bill Kunkel,8,Call on Field
BAL197309170,09/17/1973,0,houkr101,Ralph Houk,NYA,M,goetr901,Russ Goetz,9,Call on Field
PHI197309190,09/19/1973,0,reitk101,Ken Reitz,SLN,P,pullf901,Frank Pulli,6,Balls and Strikes
PHI197309190,09/19/1973,0,brocl102,Lou Brock,SLN,P,pullf901,Frank Pulli,7,Call on Field
MIN197309201,09/20/1973,1,willd104,Dick Williams,OAK,M,barnl901,Larry Barnett,5,Other
SFN197309220,09/22/1973,0,fox-c101,Charlie Fox,SFN,M,froeb901,Bruce Froemming,3,Call on Field
DET197309240,09/24/1973,0,yastc101,Carl Yastrzemski,BOS,P,denkd901,Don Denkinger,9,Balls and Strikes
BAL197309260,09/26/1973,0,etcha101,Andy Etchebarren,BAL,P,lucir901,Ron Luciano,8,Call on Field
PIT197309260,09/26/1973,0,robib101,Bill Robinson,PHI,P,froeb901,Bruce Froemming,8,Balls and Strikes
BAL197309292,09/29/1973,2,weave801,Earl Weaver,BAL,M,lucir901,Ron Luciano,5,Other
CIN197309290,09/29/1973,0,fox-c101,Charlie Fox,SFN,M,tatat901,Terry Tata,7,Call on Field
CAL197404090,04/09/1974,0,nelsd101,Dave Nelson,TEX,P,kunkb101,Bill Kunkel,8,Call on Field
BOS197404190,04/19/1974,0,asprk101,Ken Aspromonte,CLE,M,mccol901,Larry McCoy,2,Call on Field
TEX197404190,04/19/1974,0,quilf101,Frank Quilici,MIN,M,frana901,Art Frantz,8,Call on Field
BAL197404200,04/20/1974,0,sudab101,Bill Sudakis,NYA,P,barnl901,Larry Barnett,7,Call on Field
TEX197404200,04/20/1974,0,quilf101,Frank Quilici,MIN,M,frana901,Art Frantz,9,Balls and Strikes
BAL197404212,04/21/1974,2,virdb101,Bill Virdon,NYA,M,nappl901,Larry Napp,4,Balls and Strikes
BOS197404210,04/21/1974,0,popoe801,Eddie Popowski,BOS,C,brinj901,Joe Brinkman,4,Call on Field
CIN197404211,04/21/1974,1,davej101,Jim Davenport,SDN,C,wendh901,Harry Wendelstedt,2,Balls and Strikes
TEX197404210,04/21/1974,0,burrj001,Jeff Burroughs,TEX,P,neudj901,Jerry Neudecker,6,Aggression
BAL197404230,04/23/1974,0,weave801,Earl Weaver,BAL,M,nappl901,Larry Napp,4,Balls and Strikes
DET197404230,04/23/1974,0,browg101,Gates Brown,DET,P,sprim901,Marty Springstead,X,Call on Field
BAL197404260,04/26/1974,0,wille101,Earl Williams,BAL,P,goetr901,Russ Goetz,X,Balls and Strikes
NYA197404260,04/26/1974,0,fregj101,Jim Fregosi,TEX,P,brinj901,Joe Brinkman,4,Balls and Strikes
SDN197404260,04/26/1974,0,gastc101,Cito Gaston,SDN,P,weyel901,Lee Weyer,8,Call on Field
KCA197404270,04/27/1974,0,harpt101,Tommy Harper,BOS,P,frana901,Art Frantz,1,Call on Field
NYA197404270,04/27/1974,0,martb105,Billy Martin,TEX,M,brinj901,Joe Brinkman,1,Call on Field
