gameid,date,dh,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason
SLN191306190,06/19/1913,0,huggm101,Miller Huggins,SLN,M,byrol901,Lord Byron,6,Call on Field
PIT191306200,06/20/1913,0,meyec101,Chief Meyers,NY1,P,odayh101,Hank O'Day,5,Balls and Strikes
WS1191306201,06/20/1913,1,mckeb101,Bill McKechnie,NYA,P,mcgre901,Eugene McGreevy,3,Call on Field
CLE191306210,06/21/1913,0,vitto101,Ossie Vitt,DET,P,eganr101,Jack Egan,5,Call on Field
CLE191306221,06/22/1913,1,jackj101,Shoeless Joe Jackson,CLE,P,eganr101,Jack Egan,7,Call on Field
CHA191306231,06/23/1913,1,calln101,Nixey Callahan,CHA,M,olous901,Silk O'Loughlin,8,Call on Field
CHA191306232,06/23/1913,2,stovg101,George Stovall,SLA,P,olous901,Silk O'Loughlin,X,Call on Field
CHA191306240,06/24/1913,0,calln101,Nixey Callahan,CHA,M,hildg101,George Hildebrand,6,Call on Field
WS1191306240,06/24/1913,0,sweej102,Ed Sweeney,NYA,P,connt901,Tommy Connolly,3,Call on Field
PHI191306261,06/26/1913,1,dahlb102,Bill Dahlen,BRO,M,byrol901,Lord Byron,2,Call on Field
CHA191306280,06/28/1913,0,gleak101,Kid Gleason,CHA,C,olous901,Silk O'Loughlin,4,Balls and Strikes
CHA191306280,06/28/1913,0,schar103,Ray Schalk,CHA,P,olous901,Silk O'Loughlin,5,Balls and Strikes
WS1191306280,06/28/1913,0,shanh101,Howie Shanks,WS1,P,connt901,Tommy Connolly,8,Call on Field
WS1191306280,06/28/1913,0,oldrr101,Rube Oldring,PHA,P,mcgre901,Eugene McGreevy,9,Fighting
WS1191306280,06/28/1913,0,mcbrg101,George McBride,WS1,P,mcgre901,Eugene McGreevy,9,Fighting
CIN191306290,06/29/1913,0,bescb101,Bob Bescher,CIN,P,emslb101,Bob Emslie,6,Call on Field
CIN191306300,06/30/1913,0,magel101,Lee Magee,SLN,P,brenb901,Bill Brennan,4,Other
PHI191306300,06/30/1913,0,shaft102,Tillie Shafer,NY1,P,ortha101,Al Orth,8,Call on Field
BOS191307010,07/01/1913,0,grifc101,Clark Griffith,WS1,M,connt901,Tommy Connolly,8,Balls and Strikes
BOS191307010,07/01/1913,0,stahj101,Jake Stahl,BOS,M,connt901,Tommy Connolly,9,Balls and Strikes
BOS191307020,07/02/1913,0,gedej101,Joe Gedeon,WS1,P,connt901,Tommy Connolly,2,Harrassment
BOS191307030,07/03/1913,0,grifc101,Clark Griffith,WS1,M,mcgre901,Eugene McGreevy,X,Call on Field
PHI191307030,07/03/1913,0,doyll101,Larry Doyle,NY1,P,riglc901,Cy Rigler,4,Cheating
PIT191307042,07/04/1913,2,vioxj101,Jim Viox,PIT,P,quige901,Ernie Quigley,9,Balls and Strikes
BRO191307050,07/05/1913,0,snodf101,Fred Snodgrass,NY1,P,riglc901,Cy Rigler,3,Balls and Strikes
PHI191307080,07/08/1913,0,wagnh101,Honus Wagner,PIT,P,brenb901,Bill Brennan,9,Call on Field
SLA191307090,07/09/1913,0,austj101,Jimmy Austin,SLA,P,dinnb101,Bill Dinneen,7,Call on Field
BRO191307110,07/11/1913,0,millo103,Otto Miller,BRO,P,quige901,Ernie Quigley,3,Balls and Strikes
NY1191307110,07/11/1913,0,everj102,Johnny Evers,CHN,M,byrol901,Lord Byron,3,Call on Field
BRO191307120,07/12/1913,0,millw104,Ward Miller,CHN,P,quige901,Ernie Quigley,8,Call on Field
CLE191307140,07/14/1913,0,grifc101,Clark Griffith,WS1,M,mcgre901,Eugene McGreevy,4,Balls and Strikes
CLE191307140,07/14/1913,0,henrj101,John Henry,WS1,P,mcgre901,Eugene McGreevy,4,Balls and Strikes
DET191307140,07/14/1913,0,cobbt101,Ty Cobb,DET,P,hildg101,George Hildebrand,9,Call on Field
BSN191307150,07/15/1913,0,mcdot101,Tex McDonald,BSN,P,byrol901,Lord Byron,X,Call on Field
NY1191307160,07/16/1913,0,tinkj101,Joe Tinker,CIN,M,ortha101,Al Orth,5,Call on Field
CHA191307170,07/17/1913,0,calln101,Nixey Callahan,CHA,P,eganr101,Jack Egan,2,Other
NY1191307172,07/17/1913,2,catht101,Ted Cather,SLN,P,brenb901,Bill Brennan,3,Fighting
NY1191307172,07/17/1913,2,magel101,Lee Magee,SLN,P,brenb901,Bill Brennan,3,Fighting
PHI191307172,07/17/1913,2,lobeh101,Hans Lobert,PHI,P,riglc901,Cy Rigler,6,Call on Field
PHI191307180,07/18/1913,0,dooir101,Red Dooin,PHI,M,byrol901,Lord Byron,9,Call on Field
PHI191307180,07/18/1913,0,morap101,Pat Moran,PHI,P,byrol901,Lord Byron,9,Call on Field
CHA191307192,07/19/1913,2,lordh101,Harry Lord,CHA,P,eganr101,Jack Egan,4,Call on Field
PHI191307190,07/19/1913,0,johnc102,Chief Johnson,CIN,P,riglc901,Cy Rigler,X,Balls and Strikes
PHI191307210,07/21/1913,0,tinkj101,Joe Tinker,CIN,M,ortha101,Al Orth,4,Call on Field
BOS191307250,07/25/1913,0,schar103,Ray Schalk,CHA,P,olous901,Silk O'Loughlin,8,Call on Field
PIT191307250,07/25/1913,0,mense101,Ed Mensor,PIT,P,riglc901,Cy Rigler,5,Harrassment
PIT191307250,07/25/1913,0,knabo101,Otto Knabe,PHI,P,byrol901,Lord Byron,6,Call on Field
NYA191307260,07/26/1913,0,midke101,Ezra Midkiff,NYA,P,dinnb101,Bill Dinneen,7,Call on Field
CIN191307272,07/27/1913,2,grohh101,Heinie Groh,CIN,P,odayh101,Hank O'Day,5,Call on Field
CHN191307290,07/29/1913,0,everj102,Johnny Evers,CHN,M,ortha101,Al Orth,2,Call on Field
PIT191307300,07/30/1913,0,dahlb102,Bill Dahlen,BRO,M,klemb901,Bill Klem,8,Call on Field
BOS191308022,08/02/1913,2,carrb101,Bill Carrigan,BOS,M,olous901,Silk O'Loughlin,9,Call on Field
WS1191308020,08/02/1913,0,schag101,Germany Schaefer,WS1,P,connt901,Tommy Connolly,6,Call on Field
CHN191308040,08/04/1913,0,dahlb102,Bill Dahlen,BRO,M,brenb901,Bill Brennan,2,Call on Field
NYA191308040,08/04/1913,0,bushd102,Donie Bush,DET,P,olous901,Silk O'Loughlin,7,Call on Field
CHN191308060,08/06/1913,0,walkm102,Mysterious Walker,BRO,P,brenb901,Bill Brennan,2,Balls and Strikes
PHA191308060,08/06/1913,0,johnd107,Doc Johnston,CLE,P,fergc102,Charlie Ferguson,3,Harrassment
PHA191308060,08/06/1913,0,granj104,Jack Graney,CLE,P,connt901,Tommy Connolly,5,Call on Field
CHN191308070,08/07/1913,0,everj102,Johnny Evers,CHN,M,emslb101,Bob Emslie,6,Call on Field
CHN191308070,08/07/1913,0,killb101,Bill Killefer,PHI,P,odayh101,Hank O'Day,7,Call on Field
PHA191308070,08/07/1913,0,oneis101,Steve O'Neill,CLE,P,fergc102,Charlie Ferguson,3,Balls and Strikes
PIT191308080,08/08/1913,0,perdh101,Hub Perdue,BSN,P,easom101,Mal Eason,1,Call on Field
SLN191308080,08/08/1913,0,mowrm101,Mike Mowrey,SLN,P,riglc901,Cy Rigler,5,Call on Field
CIN191308100,08/10/1913,0,marsa101,Armando Marsans,CIN,P,klemb901,Bill Klem,5,Balls and Strikes
BSN191308121,08/12/1913,1,everj102,Johnny Evers,CHN,M,ortha101,Al Orth,2,Call on Field
BSN191308121,08/12/1913,1,archj102,Jimmy Archer,CHN,P,klemb901,Bill Klem,6,Balls and Strikes
NYA191308120,08/12/1913,0,mitcr101,Roy Mitchell,SLA,P,olous901,Silk O'Loughlin,5,Balls and Strikes
NY1191308141,08/14/1913,1,huggm101,Miller Huggins,SLN,M,quige901,Ernie Quigley,8,Balls and Strikes
NY1191308141,08/14/1913,1,salls101,Slim Sallee,SLN,P,quige901,Ernie Quigley,8,Balls and Strikes
BRO191308182,08/18/1913,2,huggm101,Miller Huggins,SLN,P,riglc901,Cy Rigler,1,Call on Field
PHI191308180,08/18/1913,0,brida101,Al Bridwell,CHN,P,odayh101,Hank O'Day,6,Call on Field
CHA191308190,08/19/1913,0,carrb101,Bill Carrigan,BOS,M,eganr101,Jack Egan,7,Call on Field
BRO191308220,08/22/1913,0,smitr108,Red Smith,BRO,P,klemb901,Bill Klem,8,Call on Field
CHA191308230,08/23/1913,0,calln101,Nixey Callahan,CHA,M,mcgre901,Eugene McGreevy,4,Call on Field
NY1191308230,08/23/1913,0,everj102,Johnny Evers,CHN,M,riglc901,Cy Rigler,7,Call on Field
NY1191308230,08/23/1913,0,zimmh101,Heinie Zimmerman,CHN,P,riglc901,Cy Rigler,7,Call on Field
BSN191308250,08/25/1913,0,sweeb102,Bill Sweeney,BSN,P,riglc901,Cy Rigler,3,Call on Field
CHA191308250,08/25/1913,0,mcbrg101,George McBride,WS1,P,mcgre901,Eugene McGreevy,3,Call on Field
DET191308250,08/25/1913,0,cadyh101,Hick Cady,BOS,P,fergc102,Charlie Ferguson,6,Balls and Strikes
SLA191308250,08/25/1913,0,stovg101,George Stovall,SLA,M,eganr101,Jack Egan,4,Call on Field
BSN191308260,08/26/1913,0,mannl101,Les Mann,BSN,P,byrol901,Lord Byron,4,Call on Field
NY1191308270,08/27/1913,0,grohh101,Heinie Groh,CIN,P,odayh101,Hank O'Day,4,Balls and Strikes
PHI191308300,08/30/1913,0,dooir101,Red Dooin,PHI,M,brenb901,Bill Brennan,6,Other
PIT191308300,08/30/1913,0,vioxj101,Jim Viox,PIT,P,klemb901,Bill Klem,7,Balls and Strikes
CHA191308310,08/31/1913,0,weavb101,Buck Weaver,CHA,P,hildg101,George Hildebrand,1,Call on Field
BRO191309011,09/01/1913,1,milld106,Doc Miller,PHI,P,brenb901,Bill Brennan,7,Balls and Strikes
CLE191309012,09/01/1913,2,birmj101,Joe Birmingham,CLE,M,olous901,Silk O'Loughlin,3,Call on Field
PIT191309011,09/01/1913,1,shecj101,Jimmy Sheckard,CIN,P,klemb901,Bill Klem,9,Balls and Strikes
BRO191309032,09/03/1913,2,paskd101,Dode Paskert,PHI,P,easom101,Mal Eason,8,Call on Field
SLN191309030,09/03/1913,0,zimmh101,Heinie Zimmerman,CHN,P,byrol901,Lord Byron,2,Call on Field
PIT191309042,09/04/1913,2,vioxj101,Jim Viox,PIT,P,riglc901,Cy Rigler,6,Balls and Strikes
PIT191309052,09/05/1913,2,huggm101,Miller Huggins,SLN,M,riglc901,Cy Rigler,6,Call on Field
NY1191309060,09/06/1913,0,fisht103,Bob Fisher,BRO,P,easom101,Mal Eason,4,Call on Field
NY1191309060,09/06/1913,0,dahlb102,Bill Dahlen,BRO,M,easom101,Mal Eason,5,Balls and Strikes
NY1191309060,09/06/1913,0,mcgrj101,John McGraw,NY1,M,easom101,Mal Eason,9,Call on Field
PIT191309060,09/06/1913,0,dolac102,Cozy Dolan,PIT,P,byrol901,Lord Byron,9,Other
PIT191309060,09/06/1913,0,clarf101,Fred Clarke,PIT,M,byrol901,Lord Byron,9,Other
PIT191309060,09/06/1913,0,mense101,Ed Mensor,PIT,P,byrol901,Lord Byron,9,Harrassment
CHN191309072,09/07/1913,2,oleac101,Charley O'Leary,SLN,P,ortha101,Al Orth,8,Call on Field
SLA191309070,09/07/1913,0,calln101,Nixey Callahan,CHA,M,sherj901,Jack Sheridan,7,Call on Field
BSN191309082,09/08/1913,2,milld106,Doc Miller,PHI,P,odayh101,Hank O'Day,3,Call on Field
NY1191309080,09/08/1913,0,smitr108,Red Smith,BRO,P,easom101,Mal Eason,2,Call on Field
NY1191309080,09/08/1913,0,dahlb102,Bill Dahlen,BRO,M,easom101,Mal Eason,9,Call on Field
PIT191309090,09/09/1913,0,wagnh101,Honus Wagner,PIT,P,ortha101,Al Orth,7,Call on Field
PIT191309100,09/10/1913,0,clarf101,Fred Clarke,PIT,M,klemb901,Bill Klem,7,Call on Field
PIT191309100,09/10/1913,0,dolac102,Cozy Dolan,PIT,P,klemb901,Bill Klem,7,Call on Field
CHN191309110,09/11/1913,0,everj102,Johnny Evers,CHN,M,riglc901,Cy Rigler,2,Cheating
CHN191309110,09/11/1913,0,zimmh101,Heinie Zimmerman,CHN,P,byrol901,Lord Byron,8,Call on Field
WS1191309110,09/11/1913,0,birmj101,Joe Birmingham,CLE,M,eganr101,Jack Egan,7,Balls and Strikes
WS1191309110,09/11/1913,0,oneis101,Steve O'Neill,CLE,P,eganr101,Jack Egan,7,Balls and Strikes
CIN191309131,09/13/1913,1,marar101,Rabbit Maranville,BSN,P,odayh101,Hank O'Day,1,Fighting
CIN191309131,09/13/1913,1,myerh101,Hap Myers,BSN,P,odayh101,Hank O'Day,1,Fighting
CIN191309131,09/13/1913,1,mannl101,Les Mann,BSN,P,odayh101,Hank O'Day,1,Fighting
CIN191309131,09/13/1913,1,tinkj101,Joe Tinker,CIN,P,odayh101,Hank O'Day,1,Fighting
PIT191309132,09/13/1913,2,carem101,Max Carey,PIT,P,klemb901,Bill Klem,3,Balls and Strikes
CHN191309140,09/14/1913,0,everj102,Johnny Evers,CHN,P,riglc901,Cy Rigler,1,Aggression
CHN191309140,09/14/1913,0,snodf101,Fred Snodgrass,NY1,P,byrol901,Lord Byron,1,Call on Field
CHN191309150,09/15/1913,0,leact101,Tommy Leach,CHN,P,klemb901,Bill Klem,X,Call on Field
CIN191309150,09/15/1913,0,batej101,Johnny Bates,CIN,P,easom101,Mal Eason,3,Call on Field
NYA191309150,09/15/1913,0,fishr101,Ray Fisher,NYA,P,fergc102,Charlie Ferguson,3,Balls and Strikes
CIN191309191,09/19/1913,1,dahlb102,Bill Dahlen,BRO,M,quige901,Ernie Quigley,7,Balls and Strikes
PIT191309191,09/19/1913,1,ludef101,Fred Luderus,PHI,P,brenb901,Bill Brennan,X,Fighting
PIT191309191,09/19/1913,1,hendc101,Claude Hendrix,PIT,P,brenb901,Bill Brennan,X,Fighting
CIN191309212,09/21/1913,2,doyll101,Larry Doyle,NY1,P,riglc901,Cy Rigler,9,Call on Field
WS1191309230,09/23/1913,0,agnes101,Sam Agnew,SLA,P,dinnb101,Bill Dinneen,9,Balls and Strikes
NYA191309250,09/25/1913,0,gandc101,Chick Gandil,WS1,P,connt901,Tommy Connolly,9,Call on Field
BRO191309270,09/27/1913,0,stenc101,Casey Stengel,BRO,P,riglc901,Cy Rigler,1,Call on Field
PHI191309270,09/27/1913,0,quinj102,Jack Quinn,BSN,P,klemb901,Bill Klem,4,Harrassment
DET191310010,10/01/1913,0,johnd107,Doc Johnston,CLE,P,olous901,Silk O'Loughlin,6,Call on Field
SLN191404140,04/14/1914,0,oconp102,Paddy O'Connor,SLN,P,riglc901,Cy Rigler,8,Harrassment
BOS191404170,04/17/1914,0,acosm101,Merito Acosta,WS1,P,connt901,Tommy Connolly,3,Harrassment
DET191404170,04/17/1914,0,rickb101,Branch Rickey,SLA,M,olous901,Silk O'Loughlin,5,Call on Field
PTF191404180,04/18/1914,0,bradb102,Bill Bradley,BRF,M,crosm101,Monte Cross,9,Call on Field
PTF191404180,04/18/1914,0,bradh101,Hugh Bradley,PTF,P,andeo901,Ollie Anderson,9,Call on Field
KCF191404190,04/19/1914,0,blacd102,Dave Black,CHF,P,kanes901,Steve Kane,8,Harrassment
KCF191404190,04/19/1914,0,brena101,Ad Brennan,CHF,P,kanes901,Steve Kane,8,Harrassment
KCF191404190,04/19/1914,0,jackb101,Bill Jackson,CHF,P,kanes901,Steve Kane,8,Harrassment
KCF191404190,04/19/1914,0,zeidr101,Rollie Zeider,CHF,P,kanes901,Steve Kane,X,Call on Field
SLN191404190,04/19/1914,0,leact101,Tommy Leach,CHN,P,ortha101,Al Orth,7,Call on Field
DET191404210,04/21/1914,0,birmj101,Joe Birmingham,CLE,M,hildg101,George Hildebrand,7,Call on Field
SLN191404210,04/21/1914,0,zimmh101,Heinie Zimmerman,CHN,P,ortha101,Al Orth,X,Call on Field
BOS191404220,04/22/1914,0,yerks101,Steve Yerkes,BOS,P,connt901,Tommy Connolly,7,Call on Field
PTF191404220,04/22/1914,0,lenne102,Ed Lennox,PTF,P,manna901,Al Mannassau,3,Call on Field
PTF191404220,04/22/1914,0,lewij101,Jack Lewis,PTF,P,bushg901,Garnet Bush,4,Call on Field
PTF191404241,04/24/1914,1,robes103,Skipper Roberts,PTF,P,bushg901,Garnet Bush,3,Call on Field
CLE191404260,04/26/1914,0,scotj104,Jim Scott,CHA,P,olous901,Silk O'Loughlin,6,Call on Field
DET191404280,04/28/1914,0,veacb101,Bobby Veach,DET,P,hildg101,George Hildebrand,8,Call on Field
PHA191404280,04/28/1914,0,mcbrg101,George McBride,WS1,P,eganr101,Jack Egan,8,Call on Field
BRO191405010,05/01/1914,0,fiscw101,William Fischer,BRO,P,riglc901,Cy Rigler,8,Call on Field
BRO191405010,05/01/1914,0,elbek101,Kid Elberfeld,BRO,P,riglc901,Cy Rigler,8,Balls and Strikes
BRO191405010,05/01/1914,0,robiw101,Wilbert Robinson,BRO,M,riglc901,Cy Rigler,8,Balls and Strikes
BSN191405010,05/01/1914,0,schmb103,Butch Schmidt,BSN,P,byrol901,Lord Byron,7,Call on Field
PIT191405020,05/02/1914,0,herzb101,Buck Herzog,CIN,P,quige901,Ernie Quigley,1,Call on Field
KCF191405040,05/04/1914,0,adamw101,Willie Adams,PTF,P,bushg901,Garnet Bush,7,Call on Field
KCF191405040,05/04/1914,0,robes103,Skipper Roberts,PTF,P,bushg901,Garnet Bush,7,Call on Field
CHF191405050,05/05/1914,0,blaiw101,Walter Blair,BUF,P,andeo901,Ollie Anderson,X,Call on Field
CHA191405060,05/06/1914,0,blacl101,Lena Blackburne,CHA,P,chilo901,Ollie Chill,7,Call on Field
SLN191405060,05/06/1914,0,magel101,Lee Magee,SLN,P,easom101,Mal Eason,7,Call on Field
WS1191405070,05/07/1914,0,gandc101,Chick Gandil,WS1,P,connt901,Tommy Connolly,5,Call on Field
WS1191405070,05/07/1914,0,thomi101,Ira Thomas,PHA,C,dinnb101,Bill Dinneen,6,Call on Field
NY1191405090,05/09/1914,0,tylel101,Lefty Tyler,BSN,P,riglc901,Cy Rigler,8,Balls and Strikes
PIT191405090,05/09/1914,0,phela101,Art Phelan,CHN,P,klemb901,Bill Klem,3,Harrassment
SLF191405090,05/09/1914,0,kommf101,Fred Kommers,SLF,P,kanes901,Steve Kane,3,Balls and Strikes
BUF191405110,05/11/1914,0,schll101,Larry Schlafly,BUF,M,kanes901,Steve Kane,8,Call on Field
SLN191405110,05/11/1914,0,sweeb102,Bill Sweeney,CHN,P,quige901,Ernie Quigley,X,Fighting
SLN191405110,05/11/1914,0,magel101,Lee Magee,SLN,P,quige901,Ernie Quigley,X,Fighting
BOS191405140,05/14/1914,0,agnes101,Sam Agnew,SLA,P,eganr101,Jack Egan,6,Call on Field
BOS191405140,05/14/1914,0,rickb101,Branch Rickey,SLA,M,eganr101,Jack Egan,6,Call on Field
CIN191405140,05/14/1914,0,bentr102,Rube Benton,CIN,P,easom101,Mal Eason,6,Call on Field
CIN191405140,05/14/1914,0,herzb101,Buck Herzog,CIN,M,easom101,Mal Eason,6,Call on Field
BLF191405150,05/15/1914,0,knabo101,Otto Knabe,BLF,P,andeo901,Ollie Anderson,1,Call on Field
NYA191405180,05/18/1914,0,hochh101,Harry Hoch,SLA,P,chilo901,Ollie Chill,9,Harrassment
CHN191405200,05/20/1914,0,dooir101,Red Dooin,PHI,P,quige901,Ernie Quigley,2,Balls and Strikes
PIT191405200,05/20/1914,0,carem101,Max Carey,PIT,P,byrol901,Lord Byron,6,Call on Field
SLN191405210,05/21/1914,0,huggm101,Miller Huggins,SLN,M,easom101,Mal Eason,3,Call on Field
PIT191405230,05/23/1914,0,dooir101,Red Dooin,PHI,M,riglc901,Cy Rigler,3,Balls and Strikes
PIT191405230,05/23/1914,0,mages101,Sherry Magee,PHI,P,riglc901,Cy Rigler,3,Balls and Strikes
CIN191405250,05/25/1914,0,dooir101,Red Dooin,PHI,M,klemb901,Bill Klem,7,Balls and Strikes
WS1191405250,05/25/1914,0,bushd102,Donie Bush,DET,P,olous901,Silk O'Loughlin,3,Call on Field
BLF191405260,05/26/1914,0,kommf101,Fred Kommers,SLF,P,bushg901,Garnet Bush,4,Call on Field
BLF191405260,05/26/1914,0,bouca101,Al Boucher,SLF,P,bushg901,Garnet Bush,4,Call on Field
BLF191405260,05/26/1914,0,brida101,Al Bridwell,SLF,P,bushg901,Garnet Bush,4,Call on Field
SLN191405260,05/26/1914,0,everj102,Johnny Evers,BSN,P,riglc901,Cy Rigler,3,Balls and Strikes
SLN191405270,05/27/1914,0,dolac102,Cozy Dolan,SLN,P,emslb101,Bob Emslie,5,Call on Field
SLN191405270,05/27/1914,0,magel101,Lee Magee,SLN,P,riglc901,Cy Rigler,7,Balls and Strikes
SLN191405270,05/27/1914,0,everj102,Johnny Evers,BSN,P,riglc901,Cy Rigler,9,Harrassment
BOS191405280,05/28/1914,0,carif101,Fred Carisch,CLE,P,chilo901,Ollie Chill,3,Call on Field
BOS191405280,05/28/1914,0,birmj101,Joe Birmingham,CLE,M,chilo901,Ollie Chill,3,Call on Field
BOS191405280,05/28/1914,0,olsoi101,Ivy Olson,CLE,P,chilo901,Ollie Chill,3,Call on Field
BUF191405290,05/29/1914,0,hofms101,Solly Hofman,BRF,P,goece901,Ed Goeckel,8,Call on Field
PIT191405290,05/29/1914,0,gibsg101,George Gibson,PIT,P,riglc901,Cy Rigler,3,Call on Field
PIT191405290,05/29/1914,0,clarf101,Fred Clarke,PIT,M,riglc901,Cy Rigler,5,Call on Field
PIT191405290,05/29/1914,0,frasc101,Chick Fraser,PIT,C,riglc901,Cy Rigler,5,Call on Field
SLF191405290,05/29/1914,0,eastt101,Ted Easterly,KCF,P,crosm101,Monte Cross,3,Balls and Strikes
BUF191405302,05/30/1914,2,evans101,Steve Evans,BRF,P,kanes901,Steve Kane,8,Call on Field
CHN191405302,05/30/1914,2,magel101,Lee Magee,SLN,P,byrol901,Lord Byron,8,Call on Field
CIN191405311,05/31/1914,1,marsa101,Armando Marsans,CIN,P,ortha101,Al Orth,6,Call on Field
CHN191406010,06/01/1914,0,zimmh101,Heinie Zimmerman,CHN,P,emslb101,Bob Emslie,5,Call on Field
PTF191406010,06/01/1914,0,yound104,Del Young,BUF,P,brenb901,Bill Brennan,4,Harrassment
SLF191406010,06/01/1914,0,millw104,Ward Miller,SLF,P,crosm101,Monte Cross,7,Call on Field
CLE191406020,06/02/1914,0,granj104,Jack Graney,CLE,P,eganr101,Jack Egan,4,Balls and Strikes
CLE191406060,06/06/1914,0,cadyh101,Hick Cady,BOS,P,chilo901,Ollie Chill,X,Call on Field
CLE191406060,06/06/1914,0,rehgw101,Wally Rehg,BOS,P,chilo901,Ollie Chill,7,Call on Field
CLE191406060,06/06/1914,0,henro101,Olaf Henriksen,BOS,P,chilo901,Ollie Chill,X,Call on Field
IND191406080,06/08/1914,0,wilhk101,Kaiser Wilhelm,BLF,P,bushg901,Garnet Bush,3,Balls and Strikes
IND191406080,06/08/1914,0,knabo101,Otto Knabe,BLF,M,bushg901,Garnet Bush,3,Balls and Strikes
IND191406080,06/08/1914,0,doolm101,Mickey Doolin,BLF,P,bushg901,Garnet Bush,3,Balls and Strikes
IND191406080,06/08/1914,0,boucm101,Medric Boucher,BLF,P,bushg901,Garnet Bush,4,Harrassment
SLA191406080,06/08/1914,0,grifc101,Clark Griffith,WS1,M,olous901,Silk O'Loughlin,9,Call on Field
SLA191406080,06/08/1914,0,milac101,Clyde Milan,WS1,P,olous901,Silk O'Loughlin,9,Call on Field
DET191406090,06/09/1914,0,bushd102,Donie Bush,DET,P,connt901,Tommy Connolly,9,Call on Field
NY1191406090,06/09/1914,0,dolac102,Cozy Dolan,SLN,P,riglc901,Cy Rigler,7,Call on Field
NY1191406090,06/09/1914,0,donlm101,Mike Donlin,NY1,P,riglc901,Cy Rigler,X,Balls and Strikes
BRO191406100,06/10/1914,0,elbek101,Kid Elberfeld,BRO,P,byrol901,Lord Byron,7,Call on Field
BRO191406100,06/10/1914,0,butla101,Art Butler,SLN,P,ortha101,Al Orth,9,Call on Field
CHF191406100,06/10/1914,0,hofms101,Solly Hofman,BRF,P,vansc901,Charles Van Sickle,4,Call on Field
CHF191406100,06/10/1914,0,beckf101,Fred Beck,CHF,P,vansc901,Charles Van Sickle,6,Balls and Strikes
CHA191406110,06/11/1914,0,weavb101,Buck Weaver,CHA,P,evanb901,Billy Evans,8,Call on Field
SLF191406110,06/11/1914,0,kommf101,Fred Kommers,SLF,P,goece901,Ed Goeckel,7,Call on Field
NY1191406120,06/12/1914,0,zimmh101,Heinie Zimmerman,CHN,P,riglc901,Cy Rigler,3,Call on Field
NY1191406120,06/12/1914,0,bresr102,Roger Bresnahan,CHN,P,hartb106,Bill Hart,7,Call on Field
KCF191406131,06/13/1914,1,myerh101,Hap Myers,BRF,P,cusas901,Steve Cusack,7,Balls and Strikes
CHF191406141,06/14/1914,1,zinng101,Guy Zinn,BLF,P,bushg901,Garnet Bush,2,Call on Field
CHF191406141,06/14/1914,1,knabo101,Otto Knabe,BLF,M,bushg901,Garnet Bush,2,Call on Field
CHF191406141,06/14/1914,1,simmh101,Hack Simmons,BLF,P,bushg901,Garnet Bush,2,Call on Field
CHF191406141,06/14/1914,1,walsj101,Jimmy Walsh,BLF,P,bushg901,Garnet Bush,3,Call on Field
CHF191406141,06/14/1914,1,doolm101,Mickey Doolin,BLF,P,bushg901,Garnet Bush,3,Call on Field
DET191406140,06/14/1914,0,sweej102,Ed Sweeney,NYA,P,chilo901,Ollie Chill,8,Call on Field
DET191406140,06/14/1914,0,chanf101,Frank Chance,NYA,M,chilo901,Ollie Chill,8,Call on Field
DET191406140,06/14/1914,0,willh103,Harry Williams,NYA,P,chilo901,Ollie Chill,8,Call on Field
BSN191406150,06/15/1914,0,everj102,Johnny Evers,BSN,P,ortha101,Al Orth,7,Call on Field
BRO191406160,06/16/1914,0,cutsg101,George Cutshaw,BRO,P,quige901,Ernie Quigley,3,Call on Field
BRO191406160,06/16/1914,0,daubj101,Jake Daubert,BRO,P,quige901,Ernie Quigley,3,Harrassment
BRO191406170,06/17/1914,0,clart101,Tommy Clarke,CIN,P,quige901,Ernie Quigley,7,Call on Field
BRO191406170,06/17/1914,0,herzb101,Buck Herzog,CIN,M,quige901,Ernie Quigley,7,Call on Field
BRO191406170,06/17/1914,0,mullu801,Eddie Mullaney,CIN,C,quige901,Ernie Quigley,7,Call on Field
BRO191406170,06/17/1914,0,rowaj101,Jack Rowan,CIN,P,quige901,Ernie Quigley,7,Call on Field
CLE191406170,06/17/1914,0,birmj101,Joe Birmingham,CLE,M,dinnb101,Bill Dinneen,6,Call on Field
SLF191406170,06/17/1914,0,hofms101,Solly Hofman,BRF,P,andeo901,Ollie Anderson,5,Call on Field
NY1191406180,06/18/1914,0,mcgrj101,John McGraw,NY1,M,emslb101,Bob Emslie,1,Call on Field
NY1191406180,06/18/1914,0,snodf101,Fred Snodgrass,NY1,P,klemb901,Bill Klem,2,Harrassment
BSN191406190,06/19/1914,0,everj102,Johnny Evers,BSN,P,easom101,Mal Eason,8,Call on Field
BSN191406190,06/19/1914,0,huggm101,Miller Huggins,SLN,P,easom101,Mal Eason,8,Call on Field
DET191406190,06/19/1914,0,mcbrg101,George McBride,WS1,P,sherj901,Jack Sheridan,1,Call on Field
BRO191406200,06/20/1914,0,cutsg101,George Cutshaw,BRO,P,ortha101,Al Orth,5,Call on Field
CHF191406220,06/22/1914,0,schll101,Larry Schlafly,BUF,M,brenb901,Bill Brennan,6,Call on Field
CHF191406220,06/22/1914,0,wilsa102,Art Wilson,CHF,P,cusas901,Steve Cusack,6,Call on Field
